profile_id,mechanism,first_best_welfare,reported_first_best_welfare,welfare,household_welfare,regret,household_regret,rounding_regret,budget_imbalance
0,equal_split_first_best,25.059999999999995,25.059999999999995,25.059999999999995,25.059999999999995,0.0,0.0,0.0,-8.881784197001252e-16
0,equal_split_vickrey_majority,25.059999999999995,25.059999999999995,25.059999999999995,25.059999999999995,0.0,0.0,0.0,8.881784197001252e-16
0,equal_split_vickrey_faltings_fair,25.059999999999995,25.059999999999995,25.059999999999995,25.059999999999995,0.0,0.0,0.0,0.0
0,equal_split_vickrey_guo_2019_asymptotic,25.059999999999995,25.059999999999995,25.059999999999995,3.1866666666666603,0.0,21.873333333333335,0.0,-21.873333333333335
0,equal_split_vickrey_guo_2019_finite_n,25.059999999999995,25.059999999999995,25.059999999999995,14.984999999999983,0.0,10.075000000000012,0.0,-10.075000000000012
0,lp_demand_vickrey_raw_coarse_wtp,25.059999999999995,25.059999999999995,25.059999303888883,25.059999303888883,6.961111118641838e-07,6.961111118641838e-07,0.0,8.881784197001252e-16
0,lp_demand_vickrey_raw_fine_wtp,25.059999999999995,25.059999999999995,25.059999999999995,25.059999999999995,0.0,0.0,0.0,-8.881784197001252e-16
0,lp_integrated_supply_demand,25.059999999999995,25.059999999999995,23.216665740755737,23.216665740755737,1.8433342592442585,1.8433342592442585,0.0,0.0
1,equal_split_first_best,79.2,79.2,79.2,79.2,0.0,0.0,0.0,0.0
1,equal_split_vickrey_majority,79.2,79.2,79.2,79.2,0.0,0.0,0.0,1.7763568394002505e-15
1,equal_split_vickrey_faltings_fair,79.2,79.2,79.2,79.2,0.0,0.0,0.0,3.552713678800501e-15
1,equal_split_vickrey_guo_2019_asymptotic,79.2,79.2,79.2,48.49999999999998,0.0,30.700000000000024,0.0,-30.700000000000024
1,equal_split_vickrey_guo_2019_finite_n,79.2,79.2,79.2,63.85,0.0,15.350000000000001,0.0,-15.350000000000003
1,lp_demand_vickrey_raw_coarse_wtp,79.2,79.2,79.19999867999977,79.19999867999977,1.3200002371149822e-06,1.3200002371149822e-06,0.0,-8.881784197001252e-16
1,lp_demand_vickrey_raw_fine_wtp,79.2,79.2,79.2,79.2,0.0,0.0,0.0,1.7763568394002505e-15
1,lp_integrated_supply_demand,79.2,79.2,77.67935071550093,77.67935071550093,1.520649284499072,1.520649284499072,0.0,-2.7755575615628914e-17
2,equal_split_first_best,22.21,22.21,22.21,22.21,0.0,0.0,0.0,0.0
2,equal_split_vickrey_majority,22.21,22.21,22.21,22.21,0.0,0.0,0.0,0.0
2,equal_split_vickrey_faltings_fair,22.21,22.21,22.21,22.21,0.0,0.0,0.0,0.0
2,equal_split_vickrey_guo_2019_asymptotic,22.21,22.21,22.21,0.3966666666666647,0.0,21.813333333333336,0.0,-21.813333333333336
2,equal_split_vickrey_guo_2019_finite_n,22.21,22.21,22.21,15.45,0.0,6.760000000000002,0.0,-6.760000000000002
2,lp_demand_vickrey_raw_coarse_wtp,22.21,22.21,22.209999259666667,22.209999259666667,7.403333341926555e-07,7.403333341926555e-07,0.0,1.7763568394002505e-15
2,lp_demand_vickrey_raw_fine_wtp,22.21,22.21,22.21,22.21,0.0,0.0,0.0,0.0
2,lp_integrated_supply_demand,22.21,22.21,19.45999922390984,19.45999922390984,2.750000776090161,2.750000776090161,0.0,0.0
3,equal_split_first_best,17.58,17.58,17.58,17.58,0.0,0.0,0.0,1.7763568394002505e-15
3,equal_split_vickrey_majority,17.58,17.58,17.58,17.58,0.0,0.0,0.0,0.0
3,equal_split_vickrey_faltings_fair,17.58,17.58,17.58,17.58,0.0,0.0,0.0,0.0
3,equal_split_vickrey_guo_2019_asymptotic,17.58,17.58,17.58,-3.686666666666671,0.0,21.26666666666667,0.0,-21.26666666666667
3,equal_split_vickrey_guo_2019_finite_n,17.58,17.58,17.58,13.803333333333335,0.0,3.7766666666666637,0.0,-3.7766666666666637
3,lp_demand_vickrey_raw_coarse_wtp,17.58,17.58,17.579999413999996,17.579999414,5.860000023005796e-07,5.859999987478659e-07,0.0,1.7763568394002505e-15
3,lp_demand_vickrey_raw_fine_wtp,17.58,17.58,17.58,17.58,0.0,0.0,0.0,0.0
3,lp_integrated_supply_demand,17.58,17.58,17.194999110470533,17.194999110470533,0.385000889529465,0.385000889529465,0.0,0.0
4,equal_split_first_best,24.49,24.49,24.49,24.49,0.0,0.0,0.0,-8.881784197001252e-16
4,equal_split_vickrey_majority,24.49,24.49,24.49,24.49,0.0,0.0,0.0,-8.881784197001252e-16
4,equal_split_vickrey_faltings_fair,24.49,24.49,24.49,24.49,0.0,0.0,0.0,-8.881784197001252e-16
4,equal_split_vickrey_guo_2019_asymptotic,24.49,24.49,24.49,5.129999999999992,0.0,19.360000000000007,0.0,-19.360000000000007
4,equal_split_vickrey_guo_2019_finite_n,24.49,24.49,24.49,16.959999999999994,0.0,7.530000000000005,0.0,-7.5300000000000065
4,lp_demand_vickrey_raw_coarse_wtp,24.49,24.49,24.489999455777777,24.489999455777777,5.44222221066093e-07,5.44222221066093e-07,0.0,-1.3322676295501878e-15
4,lp_demand_vickrey_raw_fine_wtp,24.49,24.49,24.49,24.49,0.0,0.0,0.0,8.881784197001252e-16
4,lp_integrated_supply_demand,24.49,24.49,23.443332398382644,23.443332398382644,1.0466676016173544,1.0466676016173544,0.0,0.0
5,equal_split_first_best,51.080000000000005,51.080000000000005,51.080000000000005,51.080000000000005,0.0,0.0,0.0,-8.881784197001252e-16
5,equal_split_vickrey_majority,51.080000000000005,51.080000000000005,51.080000000000005,51.080000000000005,0.0,0.0,0.0,0.0
5,equal_split_vickrey_faltings_fair,51.080000000000005,51.080000000000005,51.080000000000005,51.080000000000005,0.0,0.0,0.0,0.0
5,equal_split_vickrey_guo_2019_asymptotic,51.080000000000005,51.080000000000005,51.080000000000005,22.67333333333334,0.0,28.406666666666666,0.0,-28.406666666666666
5,equal_split_vickrey_guo_2019_finite_n,51.080000000000005,51.080000000000005,51.080000000000005,38.40999999999999,0.0,12.670000000000016,0.0,-12.670000000000016
5,lp_demand_vickrey_raw_coarse_wtp,51.080000000000005,51.080000000000005,51.079998723,51.079998723,1.277000002630757e-06,1.277000002630757e-06,0.0,0.0
5,lp_demand_vickrey_raw_fine_wtp,51.080000000000005,51.080000000000005,51.080000000000005,51.080000000000005,0.0,0.0,0.0,0.0
5,lp_integrated_supply_demand,51.080000000000005,51.080000000000005,48.67456136342821,48.67456136342821,2.4054386365717946,2.4054386365717946,0.0,0.0
6,equal_split_first_best,14.719999999999999,14.719999999999999,14.719999999999999,14.719999999999999,0.0,0.0,0.0,0.0
6,equal_split_vickrey_majority,14.719999999999999,14.719999999999999,14.719999999999999,14.719999999999997,0.0,1.7763568394002505e-15,0.0,-1.7763568394002505e-15
6,equal_split_vickrey_faltings_fair,14.719999999999999,14.719999999999999,14.719999999999999,14.719999999999997,0.0,1.7763568394002505e-15,0.0,-1.7763568394002505e-15
6,equal_split_vickrey_guo_2019_asymptotic,14.719999999999999,14.719999999999999,14.719999999999999,-6.326666666666668,0.0,21.046666666666667,0.0,-21.046666666666667
6,equal_split_vickrey_guo_2019_finite_n,14.719999999999999,14.719999999999999,14.719999999999999,11.610000000000001,0.0,3.1099999999999977,0.0,-3.1099999999999977
6,lp_demand_vickrey_raw_coarse_wtp,14.719999999999999,14.719999999999999,14.719999999999999,14.719999999999999,0.0,0.0,0.0,8.881784197001252e-16
6,lp_demand_vickrey_raw_fine_wtp,14.719999999999999,14.719999999999999,14.719999999999999,14.719999999999999,0.0,0.0,0.0,0.0
