profile_id,mechanism,first_best_welfare,reported_first_best_welfare,welfare,regret,rounding_regret,budget_imbalance
0,coarse_grid_oracle,25.059999999999995,24.439999999999998,24.439999999999998,0.6199999999999974,0.6199999999999974,0.0
1,coarse_grid_oracle,79.2,76.0,76.0,3.200000000000003,3.200000000000003,0.0
2,coarse_grid_oracle,22.21,16.75,16.75,5.460000000000001,5.460000000000001,0.0
3,coarse_grid_oracle,17.58,17.58,17.58,0.0,0.0,0.0
4,coarse_grid_oracle,24.49,23.13,23.13,1.3599999999999994,1.3599999999999994,0.0
5,coarse_grid_oracle,51.080000000000005,47.38,47.38,3.700000000000003,3.700000000000003,0.0
6,coarse_grid_oracle,14.719999999999999,11.870000000000001,11.870000000000001,2.849999999999998,2.849999999999998,0.0
7,coarse_grid_oracle,15.159999999999997,-5.150000000000006,-5.150000000000006,20.310000000000002,20.310000000000002,0.0
8,coarse_grid_oracle,71.15,66.92,66.92,4.230000000000004,4.230000000000004,0.0
9,coarse_grid_oracle,49.35,44.879999999999995,44.879999999999995,4.470000000000006,4.470000000000006,0.0
10,coarse_grid_oracle,34.53,34.53,34.53,0.0,0.0,0.0
11,coarse_grid_oracle,41.489999999999995,38.08,38.08,3.4099999999999966,3.4099999999999966,0.0
12,coarse_grid_oracle,22.51,16.6,16.6,5.91,5.91,0.0
13,coarse_grid_oracle,43.099999999999994,43.099999999999994,43.099999999999994,0.0,0.0,0.0
14,coarse_grid_oracle,4.1399999999999935,-10.590000000000003,-10.590000000000003,14.729999999999997,14.729999999999997,0.0
15,coarse_grid_oracle,22.970000000000002,19.96,19.96,3.0100000000000016,3.0100000000000016,0.0
16,coarse_grid_oracle,12.520000000000001,11.77,11.77,0.7500000000000018,0.7500000000000018,0.0
17,coarse_grid_oracle,30.220000000000006,27.130000000000003,27.130000000000003,3.0900000000000034,3.0900000000000034,0.0
18,coarse_grid_oracle,4.020000000000003,-33.54999999999999,-33.54999999999999,37.56999999999999,37.56999999999999,0.0
19,coarse_grid_oracle,16.909999999999997,-17.220000000000006,-17.220000000000006,34.13,34.13,0.0
20,coarse_grid_oracle,21.15,19.74,19.74,1.4100000000000001,1.4100000000000001,0.0
21,coarse_grid_oracle,47.47,43.66,43.66,3.8100000000000023,3.8100000000000023,0.0
22,coarse_grid_oracle,11.059999999999999,11.059999999999999,11.059999999999999,0.0,0.0,0.0
23,coarse_grid_oracle,7.480000000000004,-17.39,-17.39,24.870000000000005,24.870000000000005,0.0
24,coarse_grid_oracle,5.69,5.53,5.53,0.16000000000000014,0.16000000000000014,0.0
25,coarse_grid_oracle,20.159999999999997,-4.790000000000006,-4.790000000000006,24.950000000000003,24.950000000000003,0.0
26,coarse_grid_oracle,105.03,100.67000000000002,100.67000000000002,4.359999999999985,4.359999999999985,0.0
27,coarse_grid_oracle,53.290000000000006,52.220000000000006,52.220000000000006,1.0700000000000003,1.0700000000000003,0.0
28,coarse_grid_oracle,50.26,43.31999999999999,43.31999999999999,6.940000000000005,6.940000000000005,0.0
29,coarse_grid_oracle,53.75,50.699999999999996,50.699999999999996,3.0500000000000043,3.0500000000000043,0.0
30,coarse_grid_oracle,52.71,52.03,52.03,0.6799999999999997,0.6799999999999997,0.0
31,coarse_grid_oracle,12.45,11.16,11.16,1.2899999999999991,1.2899999999999991,0.0
32,coarse_grid_oracle,25.21,19.43,19.43,5.780000000000001,5.780000000000001,0.0
33,coarse_grid_oracle,19.549999999999997,18.009999999999998,18.009999999999998,1.5399999999999991,1.5399999999999991,0.0
34,coarse_grid_oracle,95.58,93.80000000000001,93.80000000000001,1.779999999999987,1.779999999999987,0.0
35,coarse_grid_oracle,50.60000000000001,45.760000000000005,45.760000000000005,4.840000000000003,4.840000000000003,0.0
